,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil,new_wer,new_wil
478,478,19.0,0.0,"crisfield, maryland, usa",english202,english,male,673,usa,False,,,,0.057971014,0.099531117,0.014492753623188406,0.028775467338794325
479,479,63.0,0.0,"boston, massachusetts, usa",english203,english,female,674,usa,False,,,,0.0,0.0,0.0,0.0
480,480,53.0,0.0,"chicago, illinois, usa",english204,english,male,678,usa,False,,,,0.057971014,0.098136646,0.057971014492753624,0.09813664596273286
481,481,45.0,0.0,"blue earth, minnesota, usa",english205,english,female,679,usa,False,,,,0.115942029,0.180733163,0.11594202898550725,0.18073316283034957
482,482,35.0,0.0,"hucknall, nottinghamshire, england, uk",english206,english,female,680,uk,False,,,,0.0,0.0,0.0,0.0
483,483,23.0,0.0,"wilkes-barre, pennsylvania, usa",english207,english,female,684,usa,False,,,,0.0,0.0,0.0,0.0
484,484,46.0,0.0,"washington, dc, usa",english208,english,male,695,usa,False,,,,0.0,0.0,0.0,0.0
485,485,28.0,0.0,"saint johns, antigua and barbuda",english209,english,female,702,antigua and barbuda,False,,,,0.014492754,0.014285714,0.014492753623188406,0.014285714285714235
486,486,37.0,0.0,"boston, massachusetts, usa",english21,english,female,79,usa,False,,,,0.057971014,0.086091283,0.057971014492753624,0.08609128271685051
487,487,23.0,0.0,"trenton, nova scotia, canada",english210,english,female,705,canada,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
488,488,30.0,0.0,"worcester, massachusetts, usa",english211,english,male,720,usa,False,,,,0.0,0.0,0.0,0.0
489,489,24.0,0.0,"spartanburg, south carolina, usa",english212,english,male,729,usa,False,,,,0.0,0.0,0.0,0.0
490,490,38.0,0.0,"dodge city, kansas, usa",english213,english,male,734,usa,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
491,491,26.0,0.0,"myrtle beach, south carolina, usa",english214,english,male,737,usa,False,,,,0.086956522,0.127024723,0.08695652173913043,0.12702472293265132
492,492,20.0,0.0,"lemington spa, warwickshire, uk",english215,english,male,738,uk,False,,,,0.101449275,0.154092072,0.10144927536231885,0.15409207161125316
493,493,48.0,0.0,"chicago, illinois, usa",english216,english,female,739,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
494,494,66.0,0.0,"harrow, middlesex, uk",english217,english,male,740,uk,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
495,495,27.0,0.0,"abingdon, virginia, usa",english218,english,female,747,usa,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
496,496,38.0,0.0,"oakland, california, usa",english219,english,female,748,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
497,497,25.0,0.0,"panama city, panama",english22,english,female,80,panama,False,,,,0.043478261,0.085066163,0.07246376811594203,0.12702472293265132
498,498,18.0,0.0,"anaheim, california, usa",english220,english,female,749,usa,False,,,,0.057971014,0.098136646,0.057971014492753624,0.09813664596273286
499,499,45.0,0.0,"london, uk",english221,english,male,754,uk,False,,,,0.130434783,0.192606595,0.13043478260869565,0.1926065952530981
500,500,18.0,0.0,"auburn, indiana, usa",english222,english,female,764,usa,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
501,501,18.0,0.0,"erie, pennsylvania, usa",english223,english,male,767,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
502,502,20.0,0.0,"bridgetown, barbados",english224,english,male,768,barbados,False,,,,0.101449275,0.192606595,0.10144927536231885,0.1926065952530981
503,503,50.0,0.0,"dundee, scotland, uk",english225,english,male,771,uk,False,,,,0.072463768,0.08199325,0.10144927536231885,0.10647342995169085
504,504,38.0,0.0,"walton-on-thames, surrey, uk",english226,english,male,772,uk,False,,,,0.130434783,0.143974066,0.13043478260869565,0.14397406559877957
505,505,42.0,0.0,"camberley, surrey, uk",english227,english,female,773,uk,False,,,,0.086956522,0.08,0.10144927536231885,0.09210526315789469
506,506,59.0,0.0,"glasgow, scotland, uk",english228,english,female,774,uk,False,,,,0.086956522,0.08,0.08695652173913043,0.07999999999999996
507,507,25.0,0.0,"burlington, vermont, usa",english229,english,male,775,usa,False,,,,0.043478261,0.057130855,0.043478260869565216,0.05713085486242386
508,508,43.0,0.0,"englewood, tennessee, usa",english23,english,male,81,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
509,509,35.0,0.0,"launceston, tasmania, australia",english230,english,male,776,australia,False,,,,0.144927536,0.23561704,0.14492753623188406,0.23561703996486605
510,510,22.0,0.0,"tampa, florida, usa",english231,english,male,791,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
511,511,32.0,0.0,"metairie, louisiana, usa",english232,english,female,798,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
512,512,26.0,0.0,"edmonton, alberta, canada",english233,english,female,793,canada,False,,,,0.0,0.0,0.0,0.0
513,513,49.0,0.0,"bloomington, indiana, usa",english234,english,male,794,usa,False,,,,0.0,0.0,0.0,0.0
514,514,52.0,0.0,"richmond, virginia, usa",english235,english,female,795,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
515,515,44.0,0.0,"st. charles, illinois, usa",english236,english,male,799,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
516,516,22.0,0.0,"jeffersonville, ohio, usa",english237,english,female,801,usa,False,,,,0.0,0.0,0.0,0.0
517,517,21.0,0.0,"vancouver, british  columbia, canada",english238,english,female,802,canada,False,,,,0.115942029,0.170345596,0.07246376811594203,0.10057092665788314
518,518,19.0,0.0,"fort kobbe, panama",english239,english,male,803,panama,False,,,,0.0,0.0,0.0,0.0
519,519,37.0,0.0,"glasgow, scotland, uk",english24,english,male,82,uk,False,,,,0.130434783,0.18983466,0.13043478260869565,0.1898346601347214
520,520,26.0,0.0,"guelph, ontario, canada",english240,english,male,815,canada,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
521,521,52.0,0.0,"wanganui, new zealand",english241,english,female,817,new zealand,False,,,,0.0,0.0,0.0,0.0
522,522,77.0,0.0,"laurel, mississippi, usa",english242,english,female,818,usa,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
523,523,27.0,0.0,"fredericton, new brunswick, canada",english243,english,male,820,canada,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
524,524,23.0,0.0,"san francisco, california, usa",english244,english,male,821,usa,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
525,525,25.0,0.0,"pittsburgh, pennsylvania, usa",english245,english,male,824,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.05713085486242386
526,526,32.0,0.0,"los angeles, california, usa",english246,english,male,825,usa,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
527,527,33.0,0.0,"prince rupert, british columbia, canada",english247,english,male,835,canada,False,,,,0.0,0.0,0.0,0.0
528,528,18.0,0.0,"philadelphia, pennsylvania, usa",english248,english,female,840,usa,False,,,,0.0,0.0,0.0,0.0
529,529,29.0,0.0,"boston, massachusetts, usa",english249,english,female,850,usa,False,,,,0.101449275,0.163911002,0.10144927536231885,0.16391100224535615
530,530,57.0,0.0,"atlanta, georgia, usa",english25,english,male,83,usa,False,,,,0.086956522,0.128458498,0.08695652173913043,0.12845849802371545
531,531,19.0,0.0,"chester, england, uk",english250,english,male,852,uk,False,,,,0.217391304,0.345662989,0.21739130434782608,0.34566298940082196
532,532,21.0,0.0,"mt. kisco, new york, usa",english251,english,male,855,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
533,533,25.0,0.0,"san jose ca, california, usa",english252,english,female,856,usa,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
534,534,21.0,0.0,"dublin, ireland",english253,english,male,857,ireland,False,,,,0.072463768,0.125258799,0.07246376811594203,0.12525879917184268
535,535,39.0,0.0,"eugene, oregon, usa",english254,english,male,858,usa,False,,,,0.0,0.0,0.0,0.0
536,536,24.0,0.0,"oamaru, new zealand",english255,english,female,859,new zealand,False,,,,0.101449275,0.180733163,0.10144927536231885,0.18073316283034957
537,537,23.0,0.0,"laurinburg, north carolina, usa",english256,english,male,861,usa,False,,,,0.246376812,0.387523629,0.2463768115942029,0.38752362948960295
538,538,24.0,0.0,"san diego, california, usa",english257,english,male,863,usa,False,,,,0.0,0.0,0.0,0.0
539,539,24.0,0.0,"kilkenny, ireland",english258,english,male,869,ireland,False,,,,0.0,0.0,0.0,0.0
540,540,23.0,0.0,"singapore, singapore",english259,english,male,870,singapore,False,,,,0.202898551,0.355285592,0.2028985507246377,0.35528559249786873
541,541,71.0,0.0,"smith island, maryland, usa",english26,english,male,84,usa,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
542,542,18.0,0.0,"phoenix, arizona, usa",english260,english,female,871,usa,False,,,,0.0,0.0,0.0,0.0
543,543,59.0,0.0,"forestville, maryland, usa",english261,english,female,875,usa,False,,,,0.115942029,0.1685053,0.11594202898550725,0.1685052995890115
544,544,60.0,0.0,"naylor, maryland, usa",english262,english,male,876,usa,False,,,,0.130434783,0.218441504,0.13043478260869565,0.21844150388573824
545,545,21.0,0.0,"oak forest, illinois, usa",english263,english,male,884,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
546,546,21.0,0.0,"freemont, california, usa",english264,english,male,889,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
547,547,31.0,0.0,"vancouver wa, washington, usa",english265,english,male,890,usa,False,,,,0.043478261,0.057130855,0.043478260869565216,0.05713085486242386
548,548,18.0,0.0,"san diego, california, usa",english266,english,male,899,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
549,549,66.0,0.0,"leeds, uk",english267,english,male,900,uk,False,,,,0.985507246,0.99968494,0.34782608695652173,0.5108695652173914
550,550,67.0,0.0,"leeds, uk",english268,english,female,901,uk,False,,,,0.144927536,0.218441504,0.14492753623188406,0.21844150388573824
551,551,22.0,0.0,"adelaide, australia",english269,english,female,902,australia,False,,,,0.028985507,0.057130855,0.014492753623188406,0.028775467338794325
552,552,37.0,0.0,"smith island, maryland, usa",english27,english,female,85,usa,False,,,,0.101449275,0.155906895,0.10144927536231885,0.1559068950373298
553,553,29.0,0.0,"cape town, south africa",english270,english,male,903,south africa,False,,,,0.101449275,0.1685053,0.10144927536231885,0.1685052995890115
554,554,32.0,0.0,"cape town, south africa",english271,english,female,904,south africa,False,,,,0.130434783,0.22128488,0.13043478260869565,0.22128487994808566
555,555,20.0,0.0,"dallas, texas, usa",english272,english,male,905,usa,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
556,556,46.0,0.0,"blue bell, pennsylvania, usa",english273,english,male,907,usa,False,,,,0.0,0.0,0.0,0.0
557,557,25.0,0.0,"sydney, australia",english274,english,female,909,australia,False,,,,0.0,0.0,0.0,0.0
558,558,20.0,0.0,"clifton, new jersey, usa",english275,english,female,912,usa,False,,,,0.0,0.0,0.0,0.0
559,559,50.0,0.0,"chattanooga, tennessee, usa",english276,english,female,918,usa,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
560,560,48.0,0.0,"hudson, new york, usa",english277,english,female,919,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
561,561,18.0,0.0,"augusta, georgia, usa",english278,english,female,921,usa,False,,,,0.057971014,0.086091283,0.057971014492753624,0.08609128271685051
562,562,30.0,0.0,"singapore, singapore",english279,english,female,922,singapore,False,,,,0.0,0.0,0.0,0.0
563,563,54.0,0.0,"toronto, ontario, canada",english28,english,male,86,canada,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
564,564,19.0,0.0,"ramsey, isle of man",english280,english,female,935,isle of man,False,,,,0.086956522,0.127024723,0.08695652173913043,0.12702472293265132
565,565,23.0,0.0,"ramsey mn, minnesota, usa",english281,english,male,937,usa,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
566,566,20.0,0.0,"tampa, florida, usa",english282,english,male,939,usa,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
567,567,18.0,0.0,"pelham, new york, usa",english283,english,male,951,usa,False,,,,0.101449275,0.1685053,0.10144927536231885,0.1685052995890115
568,568,33.0,0.0,"gainesville, florida, usa",english284,english,male,952,usa,False,,,,0.043478261,0.057754705,0.043478260869565216,0.05775470473718369
569,569,50.0,0.0,"melbourne, australia",english285,english,male,961,australia,False,,,,0.057971014,0.099531117,0.028985507246376812,0.05713085486242386
570,570,21.0,0.0,"beaumont, texas, usa",english286,english,female,977,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
571,571,27.0,0.0,"singapore, singapore",english287,english,female,981,singapore,False,,,,0.173913043,0.268851082,0.17391304347826086,0.26885108170552396
572,572,26.0,0.0,"st. louis, missouri, usa",english288,english,female,982,usa,False,,,,0.0,0.0,0.0,0.0
573,573,19.0,0.0,"fairfax, virginia, usa",english289,english,female,983,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
574,574,54.0,0.0,"lindsay, ontario, canada",english29,english,female,87,canada,False,,,,0.014492754,0.028775467,0.0,0.0
575,575,20.0,0.0,"duluth, georgia, usa",english290,english,male,986,usa,False,,,,0.072463768,0.11258139,0.07246376811594203,0.11258139046418825
576,576,18.0,0.0,"belize city, belize",english291,english,male,1026,belize,False,,,,0.0,0.0,0.0,0.0
577,577,38.0,0.0,"kansas city, missouri, usa",english292,english,male,1051,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
578,578,22.0,0.0,"billings, montana, usa",english293,english,female,1052,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
579,579,19.0,0.0,"naracoorte, australia",english294,english,female,1060,australia,False,,,,0.014492754,0.014285714,0.014492753623188406,0.014285714285714235
580,580,25.0,0.0,"airdrie, alberta, canada",english295,english,male,1067,canada,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
581,581,18.0,0.0,"edmonton, alberta, canada",english296,english,female,1070,canada,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
582,582,19.0,0.0,"lindenhurst, new york, usa",english297,english,male,1071,usa,False,,,,0.101449275,0.180733163,0.10144927536231885,0.18073316283034957
583,583,22.0,0.0,"lismore, new south wales, australia",english298,english,male,1072,australia,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
584,584,59.0,0.0,"windsor, ontario, canada",english299,english,male,1075,canada,False,,,,0.0,0.0,0.0,0.0
585,585,26.0,0.0,"brisbane, australia",english3,english,female,88,australia,False,,,,0.043478261,0.057754705,0.043478260869565216,0.05775470473718369
586,586,30.0,0.0,"st. mary's, ontario, canada",english30,english,female,89,canada,False,,,,0.0,0.0,0.0,0.0
587,587,18.0,0.0,"dublin, ireland",english300,english,male,1076,ireland,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
588,588,41.0,0.0,"toronto, ontario, canada",english301,english,male,1078,canada,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
589,589,22.0,0.0,"melbourne, australia",english302,english,male,1085,australia,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
590,590,45.0,0.0,"anaheim, california, usa",english303,english,female,1086,usa,False,,,,0.043478261,0.070600414,0.043478260869565216,0.0706004140786749
591,591,20.0,0.0,"clare, ireland",english304,english,female,1088,ireland,False,,,,0.043478261,0.057754705,0.043478260869565216,0.05775470473718369
592,592,24.0,0.0,"la paz, bolivia",english305,english,female,1094,bolivia,False,,,,0.188405797,0.200880572,0.18840579710144928,0.20088057237204182
593,593,24.0,0.0,"london, uk",english306,english,female,1093,uk,False,,,,0.057971014,0.070600414,0.057971014492753624,0.0706004140786749
594,594,48.0,0.0,"alexandria, va, usa",english307,english,male,1100,usa,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
595,595,34.0,0.0,"cardiff, wales, uk",english308,english,male,1101,uk,False,,,,0.144927536,0.218441504,0.14492753623188406,0.21844150388573824
596,596,44.0,0.0,"dunedin, new zealand",english309,english,female,1105,new zealand,False,,,,0.028985507,0.028169014,0.028985507246376812,0.028169014084507005
597,597,31.0,0.0,"st. augustine, trinidad",english31,english,female,90,trinidad,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
598,598,37.0,0.0,"oxford, uk",english310,english,female,1108,uk,False,,,,0.086956522,0.139676539,0.08695652173913043,0.13967653854232298
599,599,38.0,0.0,"detroit, michigan, usa",english311,english,female,1110,usa,False,,,,0.0,0.0,0.0,0.0
600,600,40.0,0.0,"edmonton, alberta, canada",english312,english,female,1113,canada,False,,,,0.0,0.0,0.0,0.0
601,601,28.0,0.0,"silver spring, maryland, usa",english313,english,male,1119,usa,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
602,602,26.0,0.0,"memphis, tennessee, usa",english314,english,female,1120,usa,False,,,,0.043478261,0.070600414,0.043478260869565216,0.0706004140786749
603,603,25.0,0.0,"los angeles, california, usa",english315,english,male,1121,usa,False,,,,0.15942029,0.272333982,0.15942028985507245,0.2723339822626001
604,604,33.0,0.0,"sacramento, california, usa",english316,english,male,1122,usa,False,,,,0.0,0.0,0.0,0.0
605,605,26.0,0.0,"burlington, vermont, usa",english317,english,male,1132,usa,False,,,,0.0,0.0,0.0,0.0
606,606,46.0,0.0,"sarnia, ontario, canada",english318,english,male,1137,canada,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
607,607,29.0,0.0,"grimsby, lincolnshire, uk",english319,english,male,1138,uk,False,,,,0.217391304,0.345662989,0.21739130434782608,0.34566298940082196
608,608,50.0,0.0,"fresno, california, usa",english32,english,female,91,usa,False,,,,0.043478261,0.057754705,0.043478260869565216,0.05775470473718369
609,609,59.0,0.0,"maryland county, liberia",english320,english,female,1162,liberia,False,,,,0.130434783,0.22128488,0.13043478260869565,0.22128487994808566
610,610,52.0,0.0,"brooklyn, new york, usa",english321,english,male,1163,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
611,611,29.0,0.0,"yorkton, saskatchewan, canada",english322,english,male,1172,canada,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
612,612,31.0,0.0,"regina, saskatchewan, canada",english323,english,female,1173,canada,False,,,,0.0,0.0,0.0,0.0
613,613,28.0,0.0,"st. marys, ontario, canada",english324,english,male,1174,canada,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
614,614,32.0,0.0,"reading, pennsylvania, usa",english325,english,male,1176,usa,False,,,,0.0,0.0,0.0,0.0
615,615,53.0,0.0,"fairborn, ohio, usa",english326,english,male,1188,usa,False,,,,0.072463768,0.113995241,0.07246376811594203,0.11399524118537752
616,616,27.0,0.0,"dunedin, florida, usa",english327,english,male,1205,usa,False,,,,0.0,0.0,0.0,0.0
617,617,23.0,0.0,"hollywood, florida, usa",english328,english,female,1206,usa,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
618,618,21.0,0.0,"boise, idaho, usa",english329,english,female,1207,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
619,619,21.0,0.0,"san diego, california, usa",english33,english,male,92,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
620,620,18.0,0.0,"augusta, georgia, usa",english330,english,female,1208,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
621,621,28.0,0.0,"perth, australia",english331,english,female,1209,australia,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
622,622,20.0,0.0,"baltimore, maryland, usa",english332,english,female,1212,usa,False,,,,0.115942029,0.1685053,0.10144927536231885,0.14146658014276448
623,623,32.0,0.0,"spokane, washington, usa",english333,english,female,1214,usa,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
624,624,18.0,0.0,"derby, england, uk",english334,english,female,1215,uk,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
625,625,6.0,0.0,"washington, district of columbia, usa",english335,english,male,1216,usa,False,,,,0.202898551,0.322866345,0.2028985507246377,0.32286634460547503
626,626,46.0,0.0,"baltimore, maryland, usa",english336,english,female,1217,usa,False,,,,0.057971014,0.086091283,0.057971014492753624,0.08609128271685051
627,627,84.0,0.0,"jersey city, new jersey, usa",english337,english,female,1218,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
628,628,53.0,0.0,"sydney, australia",english338,english,female,1219,australia,False,,,,0.0,0.0,0.0,0.0
629,629,54.0,0.0,"chicago, illinois, usa",english339,english,male,1220,usa,False,,,,0.0,0.0,0.0,0.0
630,630,18.0,0.0,"ronkonkoma, new york, usa",english34,english,female,93,usa,False,,,,0.086956522,0.151966874,0.08695652173913043,0.15196687370600415
631,631,19.0,0.0,"charleston, west virginia, usa",english340,english,male,1222,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
632,632,23.0,0.0,"new york, new york, usa",english341,english,female,1224,usa,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
633,633,33.0,0.0,"kansas city, missouri, usa",english342,english,male,1225,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
634,634,23.0,0.0,"portland, maine, usa",english343,english,male,1226,usa,False,,,,0.028985507,0.043265132,0.057971014492753624,0.08609128271685051
635,635,19.0,0.0,"lumberton, north carolina, usa",english344,english,female,1232,usa,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
636,636,20.0,0.0,"kansas city, missouri, usa",english345,english,male,1233,usa,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
637,637,60.0,0.0,"east hartford, connecticut, usa",english346,english,male,1235,usa,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
638,638,22.0,0.0,"burnsville, minnesota, usa",english347,english,female,1236,usa,False,,,,0.0,0.0,0.0,0.0
639,639,20.0,0.0,"las pinas, philippines",english348,english,female,1237,philippines,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
640,640,24.0,0.0,"warrenton, virginia, usa",english349,english,female,1239,usa,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
641,641,60.0,0.0,"milwaukee, wisconsin, usa",english35,english,female,94,usa,False,,,,0.0,0.0,0.0,0.0
642,642,18.0,0.0,"polesworth, staffordshire, uk",english350,english,female,1241,uk,False,,,,0.130434783,0.197324415,0.13043478260869565,0.19732441471571904
643,643,37.0,0.0,"carthage, missouri, usa",english351,english,male,1242,usa,False,,,,0.014492754,0.014492754,0.014492753623188406,0.01449275362318836
644,644,25.0,0.0,"singapore, singapore",english352,english,male,1243,singapore,False,,,,0.072463768,0.098136646,0.07246376811594203,0.09813664596273286
645,645,18.0,0.0,"saskatoon, saskatchewan, canada",english353,english,male,1246,canada,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
646,646,23.0,0.0,"christchurch, new zealand",english354,english,female,1250,new zealand,False,,,,0.144927536,0.254658385,0.14492753623188406,0.25465838509316774
647,647,19.0,0.0,"los angeles, california, usa",english355,english,male,1256,usa,False,,,,0.043478261,0.057130855,0.043478260869565216,0.05713085486242386
648,648,23.0,0.0,"morden, manitoba, canada",english356,english,female,1257,canada,False,,,,0.0,0.0,0.0,0.0
649,649,24.0,0.0,"alto, georgia, usa",english357,english,male,1258,usa,False,,,,0.057971014,0.085066163,0.057971014492753624,0.08506616257088839
650,650,19.0,0.0,"fredericton, new brunswick, canada",english358,english,male,1259,canada,False,,,,0.057971014,0.098136646,0.057971014492753624,0.09813664596273286
651,651,32.0,0.0,"sackville, new brunswick, canada",english359,english,male,1276,canada,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
652,652,60.0,0.0,"arcadia, wisconsin, usa",english36,english,male,95,usa,False,,,,0.130434783,0.197324415,0.13043478260869565,0.19732441471571904
653,653,19.0,0.0,"erie, pennsylvania, usa",english360,english,female,1277,usa,False,,,,0.0,0.0,0.0,0.0
654,654,20.0,0.0,"burnsville, minnesota, usa",english361,english,female,1280,usa,False,,,,0.072463768,0.083690549,0.07246376811594203,0.08369054909165141
655,655,21.0,0.0,"cork, ireland",english362,english,male,1281,ireland,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
656,656,20.0,0.0,"castle donington, uk",english363,english,male,1287,uk,False,,,,0.115942029,0.182916118,0.11594202898550725,0.1829161176987264
657,657,28.0,0.0,"sydney, australia",english364,english,female,1288,australia,False,,,,0.0,0.0,0.0,0.0
658,658,52.0,0.0,"oxford, uk",english365,english,male,1292,uk,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
659,659,25.0,0.0,"bournesmouth, uk",english366,english,female,1293,uk,False,,,,0.0,0.0,0.0,0.0
660,660,25.0,0.0,"birkenhead, uk",english367,english,female,1294,uk,False,,,,1.0,1.0,0.10144927536231885,0.15409207161125316
661,661,43.0,0.0,"strattford-on-avon, uk",english368,english,male,1295,uk,False,,,,0.0,0.0,0.0,0.0
662,662,27.0,0.0,"mcminnville, oregon, usa",english369,english,male,1297,usa,False,,,,0.0,0.0,0.0,0.0
663,663,28.0,0.0,"yole, india",english37,english,female,96,india,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
664,664,22.0,0.0,"pondicherry, india",english370,english,male,1302,india,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
665,665,27.0,0.0,"colorado springs, colorado, usa",english371,english,female,1303,usa,False,,,,0.0,0.0,0.0,0.0
666,666,80.0,0.0,"christiansburg, virginia, usa",english372,english,male,1307,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
667,667,22.0,0.0,"russellville, kentucky, usa",english373,english,male,1308,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
668,668,36.0,0.0,"milford haven, wales, uk",english374,english,male,1310,uk,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
669,669,28.0,0.0,"manchester, connecticut, usa",english375,english,male,1312,usa,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
670,670,46.0,0.0,"pasadena, california, usa",english376,english,male,1315,usa,False,,,,0.0,0.0,0.0,0.0
671,671,32.0,0.0,"trenton, michigan, usa",english377,english,female,1319,usa,False,,,,0.014492754,0.014492754,0.014492753623188406,0.01449275362318836
672,672,38.0,0.0,"silver spring, maryland, usa",english378,english,female,1320,usa,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
673,673,43.0,0.0,"summit, new jersey, usa",english379,english,male,1321,usa,False,,,,0.028985507,0.028985507,0.0,0.0
674,674,27.0,0.0,"littlehampton, uk",english38,english,male,97,uk,False,,,,0.0,0.0,0.0,0.0
675,675,34.0,0.0,"roanoke, virginia, usa",english380,english,female,1323,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
676,676,85.0,0.0,"pike county, kentucky, usa",english381,english,male,1324,usa,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
677,677,34.0,0.0,"arlington, virginia, usa",english382,english,male,1325,usa,False,,,,0.15942029,0.1375,0.15942028985507245,0.13749999999999996
678,678,32.0,0.0,"washington, district of columbia, usa",english383,english,female,1326,usa,False,,,,0.101449275,0.166351607,0.10144927536231885,0.16635160680529315
679,679,57.0,0.0,"williamson, west virginia, usa",english384,english,male,1327,usa,False,,,,0.0,0.0,0.0,0.0
680,680,77.0,0.0,"mcveigh, kentucky, usa",english385,english,female,1328,usa,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
